wins,loss
13,3
20,13
31,28
42,17
37,7
15,0
31,20
41,0
27,7
36,33
39,38
34,31
20,6
31,6
30,10
27,10
41,24
48,21
16,13
27,14
24,23
31,0
34,15
30,25
23,13
21,20
42,24
9,6
30,10
27,10
49,7
27,13
25,20
17,0
33,7
41,20
33,13
27,24
21,10
31,10
31,6
33,31
38,17
12,9
38,0
37,13
23,20
31,10
24,13
35,32
23,13
17,10
23,16
42,14
31,10
27,12
23,13
24,21
24,23
20,13
13,12
24,10
17,7
31,10
30,13
23,13
37,13
21,14
20,17
35,7
24,20
17,10
34,31
23,3
17,6
20,16
55,21
38,23
24,23
19,13
22,16
38,30
35,13
24,7
24,21
23,10
39,26
27,21
24,17
27,25
33,13
38,35
23,20
24,10
17,6
40,34
13,7
35,13
38,17
20,13
23,21
30,3
17,14
26,18
20,19
36,0
28,20
37,17
34,24
26,20
34,26
45,17
14,10
19,13
38,7
19,14
24,7
24,7
24,17
17,10
29,17
16,0
30,17
27,24
26,6
33,21
9,3
24,16
23,20
16,13
24,17
30,21
38,5
26,10
24,17
14,10
31,28
23,13
23,17
20,7
17,14
17,14
23,16
23,16
21,14
30,10
30,27
30,26
41,20
27,24
27,20
28,15
31,7
28,23
34,27
12,10
27,7
42,28
10,6
27,24
33,22
17,14
12,10
28,10
10,3
23,21
20,17
9,6
44,6
24,19
23,20
37,8
38,31
20,13
28,18
35,14
12,0
30,14
24,14
13,6
17,14
44,41
33,20
23,20
20,10
24,20
13,10
19,10
30,27
38,31
34,27
27,24
24,23
19,13
22,14
40,21
38,34
24,20
25,16
44,6
48,17
24,7
17,13
28,3
24,20
34,7
28,24
22,8
17,10
24,17
34,7
27,7
31,13
20,7
27,0
34,21
36,10
29,27
14,7
14,7
50,14
45,27
17,6
12,0
20,14
26,20
38,7
45,17
16,3
27,22
27,13
41,38
13,10
28,26
6,0
20,12
23,20
38,21
20,17
27,0
45,7
34,27
30,28
45,20
21,16
27,10
20,19
19,3
20,3
27,24
35,0
27,24
20,14
40,24
28,10
31,28
31,17
41,7
31,0
24,17
31,7
31,3
22,14
33,13
13,7
23,21
20,17
30,20
21,14
37,24
18,17
21,14
31,3
13,10
20,17
29,10
33,27
41,10
29,23
17,14
38,31
20,17
24,14
14,3
32,29
27,24
17,7
13,10
17,10
24,21
27,20
20,16
16,10
21,7
31,24
20,3
35,17
21,19
31,17
34,24
24,14
28,17
30,13
31,17
7,6
21,10
34,17
30,27
20,14
28,16
10,6
34,28
13,10
19,12
23,12
16,13
27,16
27,22
24,21
23,9
28,25
15,12
27,10
30,13
6,3
23,13
45,31
34,0
30,20
13,3
21,18
28,17
31,17
24,17
30,17
14,7
17,13
19,9
27,10
34,10
16,13
38,17
17,9
24,14
27,24
35,14
34,23
24,10
34,28
26,10
20,17
17,10
34,21
16,14
31,28
33,27
20,17
17,10
48,27
20,13
21,20
20,10
30,20
22,16
13,10
22,14
38,10
34,17
30,8
31,3
24,20
38,31
28,21
27,24
20,3
56,10
17,6
19,7
20,6
31,14
34,31
28,13
13,7
31,26
41,20
25,17
23,10
34,13
45,35
38,14
20,6
31,21
28,14
15,10
27,20
41,28
23,17
42,14
34,20
23,13
41,14
34,31
26,3
27,24
22,17
27,3
24,23
17,10
42,27
43,17
28,21
40,22
31,13
27,13
31,28
49,14
23,12
20,17
27,20
24,10
19,17
23,17
24,14
17,10
37,27
34,31
17,14
29,6
49,21
22,19
35,3
41,10
37,17
30,10
18,15
10,7
34,13
19,14
35,10
23,17
24,17
14,10
28,6
16,13
27,19
41,9
21,7
27,16
34,31
16,7
58,48
27,6
21,14
31,21
24,21
24,17
38,9
24,3
13,3
25,24
45,17
51,24
42,15
27,0
27,26
16,6
24,14
29,7
32,21
42,32
26,12
20,17
34,27
47,17
31,7
17,16
43,39
27,23
37,14
37,7
35,28
23,14
35,10
22,3
27,13
17,6
20,17
20,7
31,24
16,13
31,28
17,14
49,38
33,30
26,16
34,31
45,17
12,7
37,14
24,5
28,27
21,0
33,17
21,17
31,7
40,35
28,25
20,10
29,28
34,31
31,30
37,16
34,31
20,7
26,13
21,0
19,13
23,22
23,7
41,7
37,20
13,10
24,21
10,7
20,7
21,18
29,24
30,23
32,29
21,7
22,14
31,14
24,19
21,18
38,10
28,26
12,7
24,17
13,6
33,14
28,24
27,20
20,17
49,24
31,17
20,17
47,17
27,14
20,3
27,10
41,27
24,21
30,20
27,7
22,7
34,7
24,13
23,20
9,7
34,10
26,14
27,13
28,25
28,24
42,19
17,3
24,7
14,10
10,3
38,6
27,17
19,3
27,7
37,8
42,3
25,10
17,12
21,18
26,24
20,17
17,7
23,17
27,10
14,13
13,6
33,16
24,7
24,16
31,27
27,24
17,16
23,20
26,20
34,31
37,12
23,20
45,23
30,10
16,10
17,13
31,10
41,17
20,7
20,17
44,24
19,7
13,3
19,13
37,31
30,10
31,14
32,29
20,14
37,31
34,20
52,3
35,17
20,10
14,12
31,28
28,3
21,19
33,10
24,20
23,20
24,22
28,21
16,13
27,13
16,3
23,17
21,20
28,3
31,23
34,31
27,17
27,14
28,20
42,10
45,28
30,20
23,20
27,13
28,17
20,17
52,17
38,20
13,10
13,10
10,6
38,17
24,23
20,10
27,14
34,13
21,14
38,13
24,21
34,25
19,16
19,13
36,0
28,20
21,6
15,10
49,21
21,16
20,19
27,23
21,14
34,14
21,9
31,26
20,14
17,10
27,14
33,19
20,17
24,6
20,10
17,10
40,21
30,3
14,3
24,21
23,16
29,21
31,17
17,9
30,3
31,17
33,25
36,35
31,16
34,21
21,20
13,3
16,13
16,13
38,28
31,28
24,17
20,7
22,0
27,17
30,27
27,25
45,37
48,10
27,0
45,17
20,17
27,7
24,21
26,16
13,9
23,17
13,10
24,12
33,22
33,27
42,29
33,21
24,17
24,21
19,14
21,19
26,7
16,15
38,31
21,16
35,3
20,14
24,6
17,10
24,23
19,7
10,3
17,10
24,9
16,3
31,27
34,10
42,0
26,18
35,7
21,9
26,10
23,20
20,10
13,10
27,13
26,23
17,13
41,3
23,21
12,10
31,28
16,13
36,17
28,0
27,17
28,17
17,16
10,9
30,19
26,17
28,24
27,10
24,20
18,3
9,7
41,17
35,7
16,3
48,3
20,7
27,24
24,20
41,0
37,27
24,20
35,20
24,10
38,20
13,12
27,21
22,3
28,13
24,17
30,23
31,21
23,7
30,21
37,3
30,26
27,13
35,21
28,26
23,17
17,13
20,16
44,11
20,17
40,13
34,10
31,20
20,10
17,10
28,3
23,0
31,17
20,10
27,13
21,18
29,21
34,17
34,14
21,10
28,17
23,10
27,0
18,10
19,17
24,10
20,6
23,16
19,14
9,6
24,17
26,0
34,27
26,21
19,16
27,0
28,6
30,24
34,27
34,17
34,7
16,13
16,6
43,24
14,3
20,13
21,10
40,7
24,17
9,6
27,10
9,0
21,14
28,20
28,20
13,10
31,24
26,24
31,15
19,16
15,14
38,24
16,14
42,30
17,7
23,3
41,0
21,18
17,12
16,13
31,28
17,15
32,10
45,14
41,34
36,30
24,21
38,13
37,6
31,9
14,13
20,12
20,10
23,20
40,7
19,3
24,21
26,17
34,20
41,0
23,20
38,24
23,13
13,3
34,6
25,22
14,13
23,21
30,28
27,24
20,17
27,14
48,19
45,7
20,17
13,3
24,23
30,27
28,6
23,21
34,24
17,14
31,24
27,7
41,38
17,7
22,9
36,22
31,13
36,22
35,28
29,27
28,22
31,14
41,10
17,3
35,22
13,6
38,24
20,13
34,31
20,13
35,14
31,7
31,13
24,10
22,19
31,14
26,20
31,17
14,10
30,14
37,7
9,3
32,25
31,20
27,20
16,0
17,16
27,3
17,14
49,41
27,26
13,10
13,10
19,13
17,13
23,17
17,13
38,31
27,10
24,22
38,20
24,10
17,13
31,13
15,0
24,10
31,16
35,0
24,20
20,17
24,20
24,21
10,0
17,10
20,14
21,14
35,27
26,10
27,10
38,10
19,10
27,0
20,17
26,11
27,24
17,13
30,0
31,26
31,13
21,14
24,21
17,13
45,21
34,24
13,7
24,21
34,20
28,21
38,10
23,13
24,14
20,17
31,28
34,10
23,14
24,10
20,3
23,20
23,20
27,24
27,7
20,10
27,13
17,6
21,0
26,20
27,10
21,19
44,17
30,20
27,21
30,19
48,20
31,13
42,17
42,27
24,14
38,28
21,0
27,17
40,7
17,9
37,3
24,17
16,10
26,13
34,31
37,20
20,0
36,22
20,9
34,16
9,7
20,9
37,31
31,7
30,29
10,3
24,21
27,24
26,21
22,7
30,7
26,20
20,17
24,23
23,7
13,10
34,28
35,30
40,23
23,3
14,6
39,31
23,17
23,7
31,21
41,21
24,17
27,20
27,22
19,7
26,23
26,7
23,8
21,20
37,16
23,20
15,6
27,24
27,24
24,21
39,14
38,34
29,17
41,10
27,13
24,3
15,14
16,13
16,13
34,7
38,14
13,10
20,3
20,6
14,3
36,21
45,35
27,20
20,17
34,21
17,16
26,3
22,20
51,45
31,14
35,13
13,7
37,20
20,17
23,20
20,10
20,13
23,20
38,14
20,12
26,23
13,10
24,3
37,16
56,21
31,28
38,7
31,24
30,24
23,14
24,21
26,24
27,20
24,17
34,10
31,14
17,14
26,16
35,7
27,13
37,27
23,16
35,17
23,3
20,7
30,16
21,14
38,20
16,3
34,13
17,7
34,3
34,31
21,0
35,24
34,17
22,19
16,13
20,13
33,14
41,3
9,7
27,20
25,24
27,20
34,31
22,3
16,9
17,14
41,31
13,10
37,17
25,10
28,14
48,27
28,17
31,10
19,14
21,19
49,28
38,36
33,15
22,16
23,16
38,31
12,10
19,16
24,14
33,6
31,28
29,7
27,20
24,13
31,7
13,9
13,10
16,7
23,16
24,23
35,10
13,3
31,10
52,7
19,13
17,10
33,22
33,21
20,16
20,7
23,20
41,24
44,7
35,17
33,30
24,17
24,20
38,17
38,7
27,11
34,0
31,28
37,29
13,10
20,13
33,25
28,13
21,7
31,21
17,6
31,20
23,21
24,0
35,27
33,30
17,7
23,10
31,17
13,10
24,17
16,10
31,7
29,22
19,16
13,9
28,23
30,23
56,10
34,20
37,26
34,3
31,13
24,19
20,17
19,13
35,6
41,17
36,14
27,17
31,6
37,31
32,14
37,34
31,28
3,0
37,27
28,16
24,10
17,16
28,24
28,20
28,25
31,14
40,13
42,10
34,20
27,21
21,16
27,23
24,10
27,24
24,16
28,14
19,10
38,17
16,13
23,17
38,7
37,6
28,27
27,7
42,21
24,18
34,13
41,7
44,20
34,14
31,13
20,13
33,14
26,17
13,10
20,10
37,3
29,22
31,24
22,16
8,0
21,14
51,14
10,6
22,10
20,13
41,24
20,13
38,21
38,23
49,11
25,20
38,15
19,14
35,7
21,19
30,27
10,6
28,7
27,6
32,21
23,3
38,35
33,25
17,9
31,23
42,28
34,13
38,25
20,7
44,41
27,6
30,17
13,10
48,19
22,19
27,21
16,10
35,14
31,29
24,14
17,6
42,20
31,20
28,24
21,17
21,12
23,20
17,14
16,7
34,10
38,17
38,3
17,10
24,20
20,14
34,21
17,10
17,10
26,24
23,13
28,10
29,13
24,19
41,14
41,13
23,8
24,7
20,17
29,24
20,16
48,25
18,15
24,9
33,30
19,10
39,38
31,10
10,6
41,37
27,24
24,23
38,14
24,17
31,12
26,23
38,13
20,10
31,13
37,13
34,32
15,6
23,21
28,10
27,16
48,29
33,19
20,12
30,21
56,35
30,27
30,17
31,17
24,9
31,14
28,18
26,24
24,20
23,20
13,10
31,27
27,24
34,7
44,6
17,10
34,0
23,17
16,13
31,22
30,21
41,17
26,21
30,27
31,3
22,20
27,3
26,14
34,3
29,28
19,17
12,10
24,17
30,24
40,26
27,17
30,10
35,14
34,14
34,10
48,41
23,14
29,17
27,13
30,7
38,10
28,21
16,13
34,14
14,11
20,10
41,7
13,9
29,10
27,14
23,16
25,17
27,23
28,24
25,16
37,32
35,6
23,17
34,13
21,14
31,21
34,13
21,19
27,23
26,17
19,16
37,27
30,27
28,21
26,17
24,0
35,14
26,7
18,15
23,6
34,30
21,14
20,10
41,13
38,14
34,20
47,3
21,19
28,27
17,6
20,19
24,20
36,31
29,24
34,31
30,20
24,20
19,13
30,10
17,15
37,3
33,27
31,22
35,16
26,20
24,14
11,10
14,10
29,27
27,10
27,3
54,31
36,7
34,13
48,28
16,6
38,20
35,22
30,12
31,10
45,28
20,17
37,29
23,20
51,29
47,10
34,9
48,20
16,12
10,3
23,20
35,31
10,6
34,3
23,7
22,16
20,13
34,17
33,10
34,14
30,17
34,7
23,10
29,25
24,21
35,3
20,16
28,9
20,14
16,3
24,14
24,17
24,21
34,10
20,13
24,10
38,23
27,24
23,20
22,21
31,27
31,21
13,10
14,9
20,13
20,16
13,12
35,14
30,10
13,9
49,26
20,8
30,10
31,24
33,24
17,16
38,31
41,24
31,14
47,7
14,0
42,7
27,16
13,3
30,23
24,17
10,3
34,28
20,17
16,6
13,0
31,27
31,24
31,0
31,21
23,0
33,31
31,24
20,19
27,24
44,6
34,21
27,7
24,17
52,21
30,24
23,17
27,9
26,14
13,10
33,13
23,11
35,24
32,25
23,14
27,23
13,10
38,24
14,12
12,7
34,21
45,27
24,7
34,20
38,10
19,7
20,16
23,17
28,0
21,15
25,24
24,20
13,10
28,20
9,7
16,9
31,24
34,31
31,17
27,13
48,22
33,20
23,10
17,14
31,26
27,6
33,31
27,23
24,0
36,17
34,3
34,14
26,10
19,14
24,17
27,24
31,24
27,7
25,19
23,20
23,13
23,3
31,10
21,7
16,13
27,16
48,24
27,21
29,6
34,17
23,20
37,17
24,10
38,10
35,0
17,10
38,28
30,23
38,10
26,20
6,3
17,14
33,14
44,7
28,20
20,17
45,10
28,21
41,0
20,17
31,9
31,27
28,21
27,14
26,0
28,17
14,6
48,27
23,20
33,31
27,3
13,9
16,13
59,0
21,14
34,23
42,6
37,7
31,3
27,17
24,21
35,7
20,9
38,0
46,34
37,21
45,10
24,17
27,17
30,6
31,10
30,7
30,25
18,14
40,17
17,10
38,17
24,16
30,13
38,26
34,21
35,27
17,7
27,17
20,17
41,21
31,17
38,28
24,21
30,20
32,20
34,27
21,20
20,16
28,10
10,6
28,23
27,17
18,12
41,17
24,22
28,19
25,23
27,10
16,10
31,23
17,7
31,20
35,34
16,0
24,17
38,7
27,24
17,15
30,24
38,37
7,6
34,31
18,15
35,9
21,13
20,17
31,14
32,3
24,20
20,17
34,12
24,7
26,6
27,17
17,6
35,27
16,7
31,14
27,24
20,17
20,3
43,14
20,17
36,10
20,17
38,17
19,13
44,13
27,24
22,21
23,13
17,9
16,6
34,7
33,30
23,18
27,17
30,23
31,24
20,17
30,17
27,14
13,6
26,3
16,10
21,14
26,23
48,3
20,10
34,7
28,16
14,10
30,10
34,13
47,7
20,17
45,38
24,9
35,31
24,17
16,13
41,34
17,10
27,24
31,24
10,7
27,24
20,19
31,7
37,36
24,7
27,13
26,7
45,12
42,17
23,9
31,3
23,20
35,7
27,20
48,10
17,10
41,9
20,17
20,6
31,10
30,27
29,15
17,0
36,30
28,6
23,17
30,7
30,24
34,27
20,10
37,23
23,10
44,7
23,20
21,13
44,24
24,0
33,7
17,13
37,0
24,14
34,14
33,14
51,45
45,14
20,3
34,3
17,14
30,17
31,28
31,17
14,9
19,14
15,10
17,14
15,9
38,13
38,24
34,24
24,17
31,18
17,13
31,6
27,20
13,7
10,9
21,14
15,10
19,11
34,7
35,32
16,14
20,7
41,7
14,10
27,20
16,14
31,14
30,27
38,13
28,14
38,14
25,22
20,7
24,17
29,10
38,30
27,13
38,13
27,24
31,10
24,10
30,16
28,3
24,23
27,13
27,20
31,23
20,17
20,3
23,20
38,14
17,14
26,20
28,26
16,14
16,14
31,24
31,28
41,10
17,12
17,3
41,14
44,6
36,26
16,13
31,17
24,21
23,6
34,10
19,9
20,10
30,20
35,27
34,27
27,24
29,20
20,17
23,20
23,20
31,6
28,10
31,17
23,20
28,20
35,31
24,20
17,9
24,21
27,24
30,3
18,17
37,34
37,19
30,17
23,22
23,20
42,20
17,14
39,32
22,10
23,20
59,14
28,24
41,35
20,10
37,25
9,0
35,17
22,14
24,16
13,10
33,25
38,35
33,3
28,18
20,10
30,17
22,19
27,21
26,10
29,23
34,14
23,20
34,3
27,24
41,7
23,20
26,24
45,7
27,21
26,21
27,13
14,12
31,16
29,17
23,17
26,20
31,24
49,29
23,20
33,20
36,18
39,26
59,28
16,0
49,31
35,3
35,19
19,16
30,27
31,13
24,20
37,13
31,3
21,0
34,17
34,19
31,28
27,17
35,14
45,24
30,27
26,10
17,13
24,20
20,0
19,16
20,17
24,23
33,17
42,24
17,10
31,26
36,33
36,14
27,6
34,24
31,7
13,10
34,16
34,30
17,6
10,6
24,20
38,14
28,13
38,35
19,6
28,24
31,14
13,10
45,3
30,28
13,6
23,7
38,31
31,10
17,16
7,3
40,21
31,13
31,0
10,6
43,13
36,7
30,27
21,3
34,28
34,7
27,13
19,17
31,17
17,14
34,24
23,20
30,24
38,31
33,30
19,12
34,18
39,23
22,17
31,27
40,14
27,3
27,26
25,17
34,3
20,10
38,34
34,27
34,14
20,17
31,26
34,20
24,23
45,17
38,15
17,14
24,14
23,13
41,9
13,7
38,7
31,10
31,10
38,7
20,13
38,7
14,13
34,17
10,3
33,28
23,20
17,14
16,6
41,36
17,16
30,7
21,16
31,24
48,21
35,24
28,21
21,14
24,19
31,25
42,34
31,13
35,7
16,14
34,7
27,17
30,12
27,20
41,7
28,21
24,17
33,17
28,14
27,24
38,24
23,20
30,23
24,0
26,13
32,3
30,13
48,3
27,19
38,35
22,21
24,20
27,24
35,21
23,13
24,22
35,31
28,16
16,10
17,14
40,33
17,16
13,8
34,31
29,16
26,23
34,24
20,17
37,7
27,17
13,10
16,13
23,20
18,16
17,10
22,17
34,30
31,13
23,20
24,23
23,10
17,10
34,29
30,28
31,27
26,16
31,19
49,23
34,17
24,17
38,17
30,20
25,20
28,24
30,27
31,24
36,25
34,10
48,3
30,21
29,24
25,14
24,13
27,17
31,17
17,13
27,24
24,3
25,19
20,13
24,17
29,14
26,20
20,16
39,10
24,6
41,7
18,15
27,21
6,3
33,20
24,18
23,16
32,20
33,27
34,7
28,0
62,7
12,7
31,21
30,27
27,10
20,17
24,14
24,21
23,0
45,10
20,10
25,17
34,12
34,7
23,20
31,7
23,13
27,11
19,11
27,16
31,3
30,12
38,24
24,17
19,13
45,38
24,20
23,20
30,24
24,17
37,9
21,17
44,7
17,3
24,17
26,23
20,9
17,10
13,12
30,3
22,17
27,20
37,13
37,16
45,7
17,13
31,24
35,8
35,26
49,35
14,10
27,24
27,21
23,7
24,7
23,17
31,20
17,10
34,3
27,15
20,19
16,6
23,20
23,17
28,24
23,20
24,14
20,13
27,19
25,20
23,17
16,13
38,20
13,9
49,24
31,14
23,17
38,19
35,7
31,24
10,3
34,19
34,14
17,10
35,32
24,10
26,0
38,35
19,13
31,17
38,14
14,3
20,19
24,10
37,10
34,27
22,17
26,10
41,14
34,28
31,23
13,10
21,19
37,10
46,16
37,34
30,13
41,14
31,15
20,13
30,23
23,10
19,14
28,13
27,13
38,14
42,20
28,27
20,17
45,19
41,23
34,14
20,3
19,16
40,14
27,0
23,17
27,24
23,16
20,14
29,14
16,13
48,16
33,26
38,10
20,7
19,17
35,21
45,16
34,27
34,10
49,21
19,17
23,22
45,41
45,17
19,13
17,13
38,26
23,20
13,9
24,16
7,3
45,24
31,14
31,10
45,28
24,2
29,23
36,32
45,10
20,13
37,20
23,20
20,17
21,17
24,17
41,21
17,16
34,13
48,28
40,32
40,24
30,10
27,23
26,23
30,22
20,16
16,10
31,19
44,13
22,14
23,10
35,17
20,18
35,13
34,27
35,27
24,23
41,34
27,7
23,20
31,28
27,7
38,10
27,10
27,19
27,21
36,7
24,14
27,24
38,31
44,41
23,20
22,17
23,6
24,13
16,10
27,3
27,6
34,31
31,25
31,30
14,12
23,16
19,13
52,28
30,28
34,0
37,20
38,14
20,13
27,10
37,6
24,21
24,22
28,27
19,17
34,18
17,3
16,14
41,27
9,6
17,13
30,27
24,17
16,12
41,3
30,7
45,3
31,21
31,24
23,17
26,23
38,10
17,14
23,20
34,24
31,29
35,9
26,23
24,23
19,16
26,3
38,26
42,24
35,24
13,6
30,20
35,34
35,28
43,13
17,13
19,14
27,23
21,14
26,23
29,26
24,17
13,7
36,17
27,12
23,22
30,17
28,24
24,15
7,6
45,7
19,13
30,9
26,16
29,24
34,14
24,3
31,13
31,23
21,9
31,17
23,20
25,15
51,20
31,14
21,13
42,32
30,20
24,20
19,13
28,13
27,10
36,14
55,20
37,31
31,27
34,24
37,3
31,13
34,24
28,7
38,23
13,6
16,13
19,14
27,13
24,20
23,19
31,6
28,6
43,37
27,21
23,20
38,17
59,24
30,23
13,10
32,7
34,31
38,31
49,19
28,10
24,23
20,14
34,10
24,21
17,9
24,19
20,13
16,13
31,21
31,17
38,10
30,22
23,13
16,13
34,18
24,10
23,16
23,14
23,17
7,6
27,21
35,33
31,23
20,13
23,20
20,17
38,33
17,16
26,13
15,12
34,24
17,10
27,23
30,7
31,28
23,21
20,19
30,20
21,14
27,13
58,0
52,27
27,20
42,14
34,13
36,22
34,17
29,17
34,0
41,0
24,3
38,21
21,13
50,17
31,7
38,10
15,0
27,24
41,34
14,10
31,18
13,10
24,10
23,16
55,7
34,31
28,13
27,20
27,17
20,13
23,6
17,6
34,12
28,13
33,14
42,13
28,9
22,17
24,10
38,20
28,16
23,17
44,38
26,24
42,7
24,21
27,13
28,0
37,34
38,3
20,13
28,18
19,13
24,10
24,9
24,14
38,35
45,31
30,28
41,28
28,24
28,13
34,31
49,27
23,21
16,9
34,24
21,17
23,10
24,21
18,17
23,17
28,2
12,7
27,24
34,28
36,31
33,27
31,28
13,10
24,23
14,6
33,30
17,16
38,20
24,20
31,24
30,24
31,30
16,14
25,21
19,9
41,23
29,3
20,10
26,16
23,3
31,7
34,30
38,0
27,20
30,9
20,17
31,7
31,27
27,23
27,7
27,20
45,17
40,23
37,21
35,11
23,20
31,7
13,10
23,20
40,32
37,3
17,6
34,27
38,13
30,21
24,14
52,20
30,23
38,17
37,24
34,20
13,6
26,18
36,21
26,23
22,9
26,17
34,28
22,6
51,48
34,3
27,17
30,28
27,21
31,17
27,24
19,17
24,7
31,20
19,6
38,13
35,10
35,19
20,13
32,20
30,27
31,16
19,9
34,22
31,23
17,3
23,21
24,6
27,24
30,15
30,27
45,41
31,17
19,16
31,13
17,16
39,33
23,7
31,13
15,7
27,17
35,17
23,17
31,30
42,10
21,18
49,9
27,13
45,21
44,31
14,9
22,20
28,21
23,13
34,10
30,24
27,23
26,20
27,24
49,20
55,31
24,18
27,24
27,20
34,27
20,17
23,10
29,27
27,13
21,19
33,10
24,20
38,8
10,9
28,20
27,24
49,17
22,19
30,27
23,20
37,14
37,27
24,16
41,20
41,28
28,23
27,14
20,16
27,13
23,20
41,20
27,17
24,20
17,13
42,21
19,3
13,6
27,11
20,16
41,38
24,21
40,11
23,19
24,21
34,31
27,6
40,10
31,24
22,20
24,21
23,3
34,31
22,14
32,28
27,6
23,20
23,13
34,31
17,10
35,28
24,17
34,7
27,20
42,28
27,6
34,28
34,20
37,27
27,26
22,21
45,10
29,26
51,28
30,10
37,14
19,17
31,13
45,28
27,20
33,14
48,30
24,20
27,20
25,3
27,26
23,0
38,31
30,20
56,31
27,16
37,36
37,34
30,20
18,16
23,13
42,14
19,0
24,13
23,7
20,16
37,13
24,23
17,13
23,20
17,10
26,13
41,7
38,31
54,11
34,24
34,17
20,7
16,10
20,7
30,10
20,6
21,20
14,13
33,28
34,14
34,20
42,17
23,20
27,9
27,24
24,22
45,44
26,24
27,10
23,20
23,15
43,22
23,10
24,17
26,16
23,17
43,8
36,16
23,20
34,6
23,16
30,27
34,17
19,14
26,10
37,34
33,20
17,6
20,14
28,17
31,24
35,14
18,17
26,6
29,10
26,10
26,24
24,7
25,14
41,10
30,7
24,10
19,17
30,21
30,14
31,24
24,17
28,20
30,27
56,14
34,31
22,10
37,34
30,17
16,9
44,17
19,7
23,21
33,7
20,9
23,14
26,20
34,15
37,19
27,19
45,14
38,17
38,10
24,17
23,17
41,17
27,24
38,14
33,14
26,21
41,28
38,17
41,14
42,10
34,28
29,28
17,9
20,13
31,24
30,20
37,31
17,14
20,17
41,20
22,17
31,0
43,17
27,17
33,28
37,22
48,17
16,14
31,17
17,3
27,24
31,10
31,28
27,13
30,20
30,23
27,0
31,17
27,25
27,14
28,26
17,16
19,17
29,7
24,6
38,17
24,23
27,0
23,20
24,13
31,21
42,17
30,23
35,21
22,21
43,23
51,23
27,13
27,24
19,13
30,16
13,9
34,7
24,20
51,34
23,13
44,23
20,17
28,10
22,17
33,23
37,0
29,26
24,10
31,21
28,17
13,10
43,21
30,24
43,23
40,24
24,3
17,13
20,13
20,16
21,7
27,24
27,17
31,17
41,17
31,14
38,17
55,14
45,21
22,9
22,7
21,13
27,10
19,17
27,7
16,10
23,7
24,20
13,6
53,20
14,6
42,20
27,24
24,20
21,13
26,24
43,24
34,9
22,13
23,3
24,21
27,24
19,3
17,13
39,36
31,28
38,3
34,27
34,17
33,10
19,3
52,0
14,13
34,33
35,32
31,13
45,21
49,27
26,10
25,24
29,18
26,21
29,16
16,13
41,28
42,21
30,24
28,13
34,17
25,24
24,0
36,7
41,10
27,13
24,17
17,14
24,13
24,14
23,14
43,37
12,6
21,13
27,20
20,12
24,13
41,13
17,10
30,0
31,13
19,17
22,10
16,11
16,14
17,7
38,27
31,15
21,13
27,24
38,35
20,12
17,16
25,13
20,3
30,14
37,35
20,14
17,13
37,27
26,24
42,7
35,6
37,28
20,10
27,10
34,26
17,9
13,9
37,24
23,20
19,7
23,17
44,17
30,20
47,14
34,3
20,17
20,6
27,17
27,16
30,17
26,10
24,20
35,31
31,17
26,21
24,13
28,22
45,7
28,24
28,21
31,23
34,31
17,10
27,20
27,14
20,9
31,10
33,28
31,19
42,14
33,13
19,13
27,26
26,24
20,3
31,24
48,23
24,17
40,32
43,18
24,20
26,19
28,14
24,10
26,16
24,19
37,33
23,20
20,10
27,17
20,7
32,21
12,6
27,20
28,24
31,14
27,22
35,33
24,17
19,9
39,28
51,17
47,7
41,14
26,0
24,12
38,28
23,20
27,14
24,10
48,21
16,13
22,20
23,20
37,23
36,21
30,27
17,3
23,20
24,22
26,20
13,10
27,20
25,19
38,31
33,30
18,17
24,10
27,24
14,13
39,17
42,17
16,10
30,6
30,27
24,20
31,21
26,23
34,21
34,20
16,10
31,20
37,34
38,10
25,13
27,23
25,20
27,20
34,27
27,7
20,3
34,31
24,6
10,7
30,23
44,26
28,19
27,21
23,13
31,30
37,29
27,20
27,16
26,18
36,7
45,10
23,20
27,6
23,20
29,26
16,10
52,49
20,6
34,20
34,20
13,12
29,10
29,26
31,10
33,17
38,35
28,23
27,10
34,28
21,18
37,29
32,18
17,16
27,24
33,27
22,19
22,17
37,13
27,10
18,16
30,9
47,14
10,6
22,20
20,19
30,14
29,13
27,26
39,32
10,6
19,13
44,16
24,21
16,13
45,17
18,13
17,15
24,14
24,17
33,3
30,13
29,13
34,31
20,13
45,14
33,14
17,13
24,21
38,20
24,6
25,12
31,7
20,10
20,14
30,22
31,25
19,13
39,30
30,24
33,27
27,23
27,3
26,20
30,21
42,39
38,7
23,19
23,20
15,13
37,3
17,3
34,20
35,28
41,38
45,10
19,16
23,20
23,20
24,21
24,17
35,6
21,14
30,8
51,16
24,10
33,20
38,0
10,3
15,12
28,7
27,6
31,24
31,23
19,16
16,10
34,14
38,35
33,16
38,17
23,17
35,25
30,20
30,13
24,14
30,14
34,27
40,17
35,27
23,20
38,24
20,13
20,17
34,6
26,20
18,12
16,6
26,21
17,13
32,17
38,27
38,8
23,17
49,17
20,17
22,17
20,17
20,10
30,6
30,24
28,12
24,16
24,20
35,30
34,23
38,10
19,16
27,20
36,6
23,17
20,13
30,0
18,16
10,9
35,18
27,20
26,20
31,24
23,16
20,18
49,15
24,10
21,20
13,7
27,23
31,24
29,10
25,16
23,22
35,34
33,27
23,14
12,10
39,35
20,19
